,is_fake,emoji
3933,0,{'💖': 'sparkling heart'}
3934,0,{'🏻': 'light skin tone'}
3935,0,{'👭🏻': 'women holding hands: light skin tone'}
3936,0,{}
3937,0,"{'🙈': 'see-no-evil monkey', '😉': 'winking face', '☕': 'hot beverage'}"
3938,0,"{'💙': 'blue heart', '💛': 'yellow heart'}"
3939,0,"{'🤩': 'star-struck', '🤧': 'sneezing face', '☺️': 'smiling face', '🏻': 'light skin tone', '✌️': 'victory hand', '🥰': 'smiling face with hearts'}"
3940,0,"{'👆🏻': 'backhand index pointing up: light skin tone', '✨': 'sparkles'}"
3941,0,{'🤤': 'drooling face'}
3942,0,"{'💫': 'dizzy', '✌🏻': 'victory hand: light skin tone', '😎': 'smiling face with sunglasses', '🍋': 'lemon'}"
3943,0,{'🥵': 'hot face'}
3944,0,{'🌚': 'new moon face'}
3945,0,{'☀️': 'sun'}
3946,0,"{'🤑': 'money-mouth face', '😎': 'smiling face with sunglasses', '🥳': 'partying face'}"
3947,0,"{'😘': 'face blowing a kiss', '🖖🏼': 'vulcan salute: medium-light skin tone', '💖': 'sparkling heart'}"
3948,0,"{'❤️': 'red heart', '🥰': 'smiling face with hearts', '📸': 'camera with flash', '😎': 'smiling face with sunglasses'}"
3949,0,{}
3950,0,{}
3951,0,{}
3952,0,{'🤍': 'white heart'}
3953,0,{}
3954,0,{}
3955,0,{}
3956,0,{}
3957,0,{}
3958,0,{}
3959,0,{}
3960,0,{}
3961,0,{}
3962,0,"{'🎉': 'party popper', '😱': 'face screaming in fear'}"
3963,0,{}
3964,0,{}
3965,0,{}
3966,0,{}
3967,0,{'™': 'trade mark'}
3968,0,{}
3969,0,{}
3970,0,{'❤️': 'red heart'}
3971,0,"{'🅱️': 'B button (blood type)', '👇🏻': 'backhand index pointing down: light skin tone', '🥳': 'partying face'}"
3972,0,{'❤️': 'red heart'}
3973,0,"{'🍿': 'popcorn', '👀': 'eyes', '📷': 'camera'}"
3974,0,"{'❤️': 'red heart', '📷': 'camera', '🥳': 'partying face', '👈🏻': 'backhand index pointing left: light skin tone', '✨': 'sparkles', '👉🏻': 'backhand index pointing right: light skin tone'}"
3975,0,{}
3976,0,{}
3977,0,{'❤️': 'red heart'}
3978,0,{'🤩': 'star-struck'}
3979,0,"{'👾': 'alien monster', '🤖': 'robot', '🤟🏻': 'love-you gesture: light skin tone'}"
3980,0,{'❤️': 'red heart'}
3981,0,{}
3982,0,{}
3983,0,{'🗻': 'mount fuji'}
3984,0,{}
3985,0,{}
3986,0,{}
3987,0,{}
3988,0,{'🎉': 'party popper'}
3989,0,{}
3990,0,{}
3991,0,"{'🍂': 'fallen leaf', '🍁': 'maple leaf'}"
3992,0,{'💐': 'bouquet'}
3993,0,{}
3994,0,"{'👍🏻': 'thumbs up: light skin tone', '🖤': 'black heart'}"
3995,0,{'🌪️': 'tornado'}
3996,0,{}
3997,0,{'🤳🏼': 'selfie: medium-light skin tone'}
3998,0,{'✂️': 'scissors'}
3999,0,{}
4000,0,{}
4001,0,{}
4002,0,{}
4003,0,"{'🥖': 'baguette bread', '📖': 'open book', '👟': 'running shoe', '🤳🏽': 'selfie: medium skin tone', '🥛': 'glass of milk', '🎧': 'headphone', '🦵🏼': 'leg: medium-light skin tone'}"
4004,0,"{'😮\u200d💨': 'face exhaling', '🤌🏻': 'pinched fingers: light skin tone'}"
4005,0,{'🤍': 'white heart'}
4006,0,{}
4007,0,{'🎧': 'headphone'}
4008,0,{'🏻': 'light skin tone'}
4009,0,{'🌥️': 'sun behind large cloud'}
4010,0,{'🏻': 'light skin tone'}
4011,0,{'👽': 'alien'}
4012,0,{'👽': 'alien'}
4013,0,{'👽': 'alien'}
4014,0,{'🤍': 'white heart'}
4015,0,{'🤍': 'white heart'}
4016,0,{'🤍': 'white heart'}
4017,0,{}
4018,0,{'😆': 'grinning squinting face'}
4019,0,{'⚡': 'high voltage'}
4020,0,{'🏻': 'light skin tone'}
4021,0,{'🤍': 'white heart'}
4022,0,{'🏻': 'light skin tone'}
4023,0,{'⚡': 'high voltage'}
4024,0,{'🦋': 'butterfly'}
4025,0,{'🏻': 'light skin tone'}
4026,0,{'🏻': 'light skin tone'}
4027,0,"{'🏻': 'light skin tone', '✨': 'sparkles'}"
4028,0,{}
4029,0,{}
4030,0,{'😤': 'face with steam from nose'}
4031,0,"{'🥴': 'woozy face', '😭': 'loudly crying face', '😤': 'face with steam from nose', '🤪': 'zany face', '😮\u200d💨': 'face exhaling', '🧡': 'orange heart', '💙': 'blue heart', '🥵': 'hot face'}"
4032,0,"{'🧧': 'red envelope', '✌🏼': 'victory hand: medium-light skin tone'}"
4033,0,"{'😮\u200d💨': 'face exhaling', '🤧': 'sneezing face', '🥴': 'woozy face'}"
4034,0,"{'🤯': 'exploding head', '😔': 'pensive face', '♥️': 'heart suit', '🇰🇷': 'flag: South Korea'}"
4035,0,"{'🤯': 'exploding head', '💨': 'dashing away', '🤩': 'star-struck', '🥵': 'hot face'}"
4036,0,{}
4037,0,{}
4038,0,{'🐮': 'cow face'}
4039,0,{'😢': 'crying face'}
4040,0,"{'🥲': 'smiling face with tear', '🥴': 'woozy face', '😭': 'loudly crying face', '😤': 'face with steam from nose', '🦿': 'mechanical leg', '🥺': 'pleading face', '😗': 'kissing face', '🦵🏼': 'leg: medium-light skin tone'}"
4041,0,{'🥸': 'disguised face'}
4042,0,{}
4043,0,"{'🦵🏼': 'leg: medium-light skin tone', '😗': 'kissing face', '🤪': 'zany face'}"
4044,0,"{'💨': 'dashing away', '🏃🏻\u200d♀️': 'woman running: light skin tone', '🦿': 'mechanical leg', '🦵🏼': 'leg: medium-light skin tone'}"
4045,0,{'😤': 'face with steam from nose'}
4046,0,{'😗': 'kissing face'}
4047,0,{'📸': 'camera with flash'}
4048,0,{'👋🏻': 'waving hand: light skin tone'}
4049,0,{'💐': 'bouquet'}
4050,0,"{'💨': 'dashing away', '🌧': 'cloud with rain', '☃️': 'snowman', '🌬': 'wind face'}"
4051,0,{}
4052,0,"{'😤': 'face with steam from nose', '💙': 'blue heart'}"
4053,0,{'🐰': 'rabbit face'}
4054,0,{'🤍': 'white heart'}
4055,0,{}
4056,0,"{'😤': 'face with steam from nose', '✌🏻': 'victory hand: light skin tone'}"
4057,0,"{'🔆': 'bright button', '👠': 'high-heeled shoe'}"
4058,0,{}
4059,0,"{'😤': 'face with steam from nose', '👍🏻': 'thumbs up: light skin tone'}"
4060,0,"{'⁉️': 'exclamation question mark', '🥘': 'shallow pan of food', '👀': 'eyes'}"
4061,0,{}
4062,0,"{'🎠': 'carousel horse', '🎡': 'ferris wheel'}"
4063,0,{}
4064,0,{'🙏🏻': 'folded hands: light skin tone'}
4065,0,"{'🙏🏻': 'folded hands: light skin tone', '🤍': 'white heart', '✌🏻': 'victory hand: light skin tone'}"
4066,0,{}
4067,0,{'🤪': 'zany face'}
4068,0,"{'🥇': '1st place medal', '🤍': 'white heart', '🏆': 'trophy'}"
4069,0,"{'🥇': '1st place medal', '♥️': 'heart suit', '🏆': 'trophy'}"
4070,0,{'👀': 'eyes'}
4071,0,{'🤪': 'zany face'}
4072,0,{}
4073,0,"{'😙': 'kissing face with smiling eyes', '💙': 'blue heart', '💗': 'growing heart'}"
4074,0,"{'❤️': 'red heart', '🥺': 'pleading face'}"
4075,0,"{'😪': 'sleepy face', '👻': 'ghost', '🏀': 'basketball', '🥅': 'goal net', '🤍': 'white heart', '🤾\u200d♀️': 'woman playing handball', '🤗': 'hugging face', '💙': 'blue heart', '💩': 'pile of poo'}"
4076,0,"{'🤡': 'clown face', '🥇': '1st place medal', '👑': 'crown', '😂': 'face with tears of joy', '🤍': 'white heart', '👀': 'eyes', '🤪': 'zany face', '💙': 'blue heart', '😎': 'smiling face with sunglasses'}"
4077,0,"{'😮\u200d💨': 'face exhaling', '🤧': 'sneezing face', '🥴': 'woozy face'}"
4078,0,"{'❤️': 'red heart', '😌': 'relieved face', '😜': 'winking face with tongue', '🥳': 'partying face', '😂': 'face with tears of joy', '✨': 'sparkles', '🥺': 'pleading face'}"
4079,0,"{'🤩': 'star-struck', '🙃': 'upside-down face'}"
4080,0,"{'🎤': 'microphone', '🥵': 'hot face', '✨': 'sparkles', '🚩': 'triangular flag'}"
4081,0,"{'☁️': 'cloud', '😬': 'grimacing face'}"
4082,0,"{'🐹': 'hamster', '🥴': 'woozy face', '🙃': 'upside-down face', '🏋🏻\u200d♀️': 'woman lifting weights: light skin tone', '❓': 'red question mark', '📸': 'camera with flash'}"
4083,0,"{'🚀': 'rocket', '🏋🏻\u200d♀️': 'woman lifting weights: light skin tone', '🥳': 'partying face', '✅': 'check mark button'}"
4084,0,"{'💭': 'thought balloon', '🌚': 'new moon face'}"
4085,0,{}
4086,0,{}
4087,0,"{'🎈': 'balloon', '👀': 'eyes'}"
4088,0,"{'🤍': 'white heart', '🤓': 'nerd face', '👩🏻\u200d🎓': 'woman student: light skin tone'}"
4089,0,"{'👩🏻\u200d🌾': 'woman farmer: light skin tone', '🥺': 'pleading face'}"
4090,0,"{'🤍': 'white heart', '🍊': 'tangerine'}"
4091,0,"{'🤰🏻': 'pregnant woman: light skin tone', '😎': 'smiling face with sunglasses'}"
4092,0,{'💇🏻\u200d♀️': 'woman getting haircut: light skin tone'}
4093,0,"{'🥰': 'smiling face with hearts', '🤍': 'white heart'}"
4094,0,"{'❤️': 'red heart', '🐮': 'cow face'}"
4095,0,"{'🎄': 'Christmas tree', '🎅🏻': 'Santa Claus: light skin tone', '☃️': 'snowman'}"
4096,0,{'⛅': 'sun behind cloud'}
4097,0,"{'🥰': 'smiling face with hearts', '🤍': 'white heart'}"
4098,0,{}
4099,0,"{'👩🏻\u200d🎓': 'woman student: light skin tone', '🥳': 'partying face', '💛': 'yellow heart'}"
4100,0,{'👋🏻': 'waving hand: light skin tone'}
4101,0,{}
4102,0,"{'🍊': 'tangerine', '🥵': 'hot face'}"
4103,0,"{'🐁': 'mouse', '🍊': 'tangerine'}"
4104,0,{'👻': 'ghost'}
4105,0,{}
4106,0,{'🥺': 'pleading face'}
4107,0,"{'🥰': 'smiling face with hearts', '😢': 'crying face'}"
4108,0,{'🪐': 'ringed planet'}
4109,0,{}
4110,0,{}
4111,0,{}
4112,0,{}
4113,0,{'🎱': 'pool 8 ball'}
4114,0,{}
4115,0,"{'🏻': 'light skin tone', '💐': 'bouquet', '✋🏻': 'raised hand: light skin tone', '☀️': 'sun'}"
4116,0,{}
4117,0,{'🧿': 'nazar amulet'}
4118,0,{}
4119,0,{'🤍': 'white heart'}
4120,0,"{'🥛': 'glass of milk', '🤍': 'white heart', '✋🏻': 'raised hand: light skin tone'}"
4121,0,{}
4122,0,{}
4123,0,{'🏃🏻\u200d♀️': 'woman running: light skin tone'}
4124,0,{'〰': 'wavy dash'}
4125,0,"{'〰': 'wavy dash', '🍃': 'leaf fluttering in wind'}"
4126,0,"{'🖤': 'black heart', '🎀': 'ribbon'}"
4127,0,{'🎀': 'ribbon'}
4128,0,{'📸': 'camera with flash'}
4129,0,{'👾': 'alien monster'}
4130,0,{}
4131,0,{}
4132,0,{}
4133,0,{}
4134,0,"{'🆒': 'COOL button', '⏪': 'fast reverse button', '🦠': 'microbe'}"
4135,0,{'〰️': 'wavy dash'}
4136,0,{'🎯': 'bullseye'}
4137,0,"{'💭': 'thought balloon', '🌫': 'fog'}"
4138,0,{'🌬': 'wind face'}
4139,0,"{'🛒': 'shopping cart', '🪄': 'magic wand'}"
4140,0,{'💭': 'thought balloon'}
4141,0,"{'™️': 'trade mark', '🐡': 'blowfish'}"
4142,0,{}
4143,0,{'❌': 'cross mark'}
4144,0,"{'🔳': 'white square button', '🔲': 'black square button'}"
4145,0,"{'🙏🏼': 'folded hands: medium-light skin tone', '🎀': 'ribbon', '🐬': 'dolphin', '🥺': 'pleading face'}"
4146,0,{}
4147,0,"{'💫': 'dizzy', '🙇🏻': 'person bowing: light skin tone', '🆙': 'UP! button'}"
4148,0,{'🥵': 'hot face'}
4149,0,{}
4150,0,{}
4151,0,{}
4152,0,"{'😘': 'face blowing a kiss', '🥵': 'hot face'}"
4153,0,{}
4154,0,{}
4155,0,{}
4156,0,{}
4157,0,{}
4158,0,{}
4159,0,{'⛩': 'shinto shrine'}
4160,0,{}
4161,0,"{'🥵': 'hot face', '🥺': 'pleading face'}"
4162,0,"{'🥵': 'hot face', '🤠': 'cowboy hat face'}"
4163,0,{}
4164,0,{}
4165,0,{'🐂': 'ox'}
4166,0,"{'😍': 'smiling face with heart-eyes', '🤠': 'cowboy hat face'}"
4167,0,"{'🤑': 'money-mouth face', '📸': 'camera with flash'}"
4168,0,{}
4169,0,{'🍭': 'lollipop'}
4170,0,{'🍓': 'strawberry'}
4171,0,{}
4172,0,{}
4173,0,{}
4174,0,{'🖤': 'black heart'}
4175,0,"{'⚠️': 'warning', '🎧': 'headphone', '🆗': 'OK button', '🚭': 'no smoking'}"
4176,0,{'🚫': 'prohibited'}
4177,0,"{'🎓': 'graduation cap', '🏻': 'light skin tone'}"
4178,0,"{'🧺': 'basket', '☀️': 'sun'}"
4179,0,{'🍓': 'strawberry'}
4180,0,{'😮': 'face with open mouth'}
4181,0,{}
4182,0,{}
4183,0,{}
4184,0,{}
4185,0,"{'🐈\u200d⬛': 'black cat', '🇹🇭': 'flag: Thailand', '🐈': 'cat', '🐕': 'dog'}"
4186,0,{}
4187,0,{}
4188,0,{}
4189,0,{}
4190,0,{}
4191,0,{'😍': 'smiling face with heart-eyes'}
4192,0,{}
4193,0,{'🔘': 'radio button'}
4194,0,{}
4195,0,{'🐈\u200d⬛': 'black cat'}
4196,0,{}
4197,0,{}
4198,0,{}
4199,0,{'🤷\u200d♂️': 'man shrugging'}
4200,0,{'🌱': 'seedling'}
4201,0,{}
4202,0,{'🍃': 'leaf fluttering in wind'}
4203,0,{'☕': 'hot beverage'}
4204,0,{}
4205,0,{}
4206,0,{'🤷': 'person shrugging'}
4207,0,{'⏳': 'hourglass not done'}
4208,0,{'🙊': 'speak-no-evil monkey'}
4209,0,{'🦾': 'mechanical arm'}
4210,0,{}
4211,0,{'🪡': 'sewing needle'}
4212,0,"{'🏃🏻': 'person running: light skin tone', '☕': 'hot beverage'}"
4213,0,"{'🪵': 'wood', '🌱': 'seedling'}"
4214,0,"{'😋': 'face savoring food', '😶\u200d🌫️': 'face in clouds'}"
4215,0,{}
4216,0,"{'❤️': 'red heart', '🥰': 'smiling face with hearts', '🤍': 'white heart'}"
4217,0,"{'😋': 'face savoring food', '❤️': 'red heart', '🙏🏼': 'folded hands: medium-light skin tone'}"
4218,0,{'✌🏼': 'victory hand: medium-light skin tone'}
4219,0,"{'🐮': 'cow face', '💸': 'money with wings'}"
4220,0,{'😡': 'pouting face'}
4221,0,"{'🥵': 'hot face', '🤪': 'zany face'}"
4222,0,{}
4223,0,{}
4224,0,"{'🥰': 'smiling face with hearts', '🥵': 'hot face', '🥺': 'pleading face'}"
4225,0,{'🤪': 'zany face'}
4226,0,{'☃️': 'snowman'}
4227,0,{'❤️': 'red heart'}
4228,0,"{'❤️': 'red heart', '🤧': 'sneezing face', '🤪': 'zany face'}"
4229,0,{'🤩': 'star-struck'}
4230,0,{'🤢': 'nauseated face'}
4231,0,{}
4232,0,"{'✌🏼': 'victory hand: medium-light skin tone', '🍊': 'tangerine'}"
4233,0,{}
4234,0,{}
4235,0,{}
4236,0,{}
4237,0,{}
4238,0,{}
4239,0,{}
4240,0,{}
4241,0,{}
4242,0,{}
4243,0,{}
4244,0,{}
4245,0,{}
4246,0,{}
4247,0,{}
4248,0,{}
4249,0,{}
4250,0,{}
4251,0,{}
4252,0,{}
4253,0,{}
4254,0,{}
4255,0,{}
4256,0,{}
4257,0,{}
4258,0,{}
4259,0,{}
4260,0,{}
4261,0,{}
4262,0,{}
4263,0,{}
4264,0,{}
4265,0,{}
4266,0,{'📍': 'round pushpin'}
4267,0,{}
4268,0,{}
4269,0,{'📍': 'round pushpin'}
4270,0,"{'📍': 'round pushpin', '🌴': 'palm tree'}"
4271,0,{'⛲': 'fountain'}
4272,0,{'🌎': 'globe showing Americas'}
4273,0,{'🥲': 'smiling face with tear'}
4274,0,{}
4275,0,{}
4276,0,{}
4277,0,{}
4278,0,{'🍷': 'wine glass'}
4279,0,{}
4280,0,{}
4281,0,{}
4282,0,{}
4283,0,{}
4284,0,"{'😂': 'face with tears of joy', '✨': 'sparkles'}"
4285,0,{'😂': 'face with tears of joy'}
4286,0,"{'😌': 'relieved face', '✨': 'sparkles'}"
4287,0,"{'😂': 'face with tears of joy', '✨': 'sparkles'}"
4288,0,"{'💫': 'dizzy', '😌': 'relieved face', '✨': 'sparkles'}"
4289,0,"{'🇸🇬': 'flag: Singapore', '😌': 'relieved face'}"
4290,0,{}
4291,0,{}
4292,0,{'😭': 'loudly crying face'}
4293,0,"{'☺️': 'smiling face', '🍭': 'lollipop', '☁️': 'cloud'}"
4294,0,"{'🥲': 'smiling face with tear', '✨': 'sparkles'}"
4295,0,{'✈️': 'airplane'}
4296,0,{'🥺': 'pleading face'}
4297,0,{'😂': 'face with tears of joy'}
4298,0,{'😂': 'face with tears of joy'}
4299,0,{'🤍': 'white heart'}
4300,0,{'😂': 'face with tears of joy'}
4301,0,"{'😂': 'face with tears of joy', '💙': 'blue heart'}"
4302,0,"{'🥰': 'smiling face with hearts', '😛': 'face with tongue', '☀️': 'sun', '✨': 'sparkles'}"
4303,0,{'😂': 'face with tears of joy'}
4304,0,{'😂': 'face with tears of joy'}
4305,0,{'😂': 'face with tears of joy'}
4306,0,{'🤔': 'thinking face'}
4307,0,{'😀': 'grinning face'}
4308,0,{'🙃': 'upside-down face'}
4309,0,{'😀': 'grinning face'}
4310,0,{'☀️': 'sun'}
4311,0,"{'❤️': 'red heart', '💀': 'skull'}"
4312,0,"{'☀️': 'sun', '💙': 'blue heart', '✨': 'sparkles'}"
4313,0,"{'🥲': 'smiling face with tear', '🤎': 'brown heart', '😂': 'face with tears of joy'}"
4314,0,{'😵': 'knocked-out face'}
4315,0,"{'😝': 'squinting face with tongue', '☀️': 'sun', '💛': 'yellow heart'}"
4316,0,"{'🚀': 'rocket', '📷': 'camera', '🎉': 'party popper', '🥺': 'pleading face'}"
4317,0,"{'😂': 'face with tears of joy', '💀': 'skull'}"
4318,0,{'🤍': 'white heart'}
4319,0,{'🕷': 'spider'}
4320,0,{'😀': 'grinning face'}
4321,0,{'😂': 'face with tears of joy'}
4322,0,"{'🤭': 'face with hand over mouth', '😂': 'face with tears of joy'}"
4323,0,{'☁️': 'cloud'}
4324,0,"{'😛': 'face with tongue', '🥳': 'partying face'}"
4325,0,"{'😎': 'smiling face with sunglasses', '✨': 'sparkles'}"
4326,0,"{'🤍': 'white heart', '📷': 'camera'}"
4327,0,"{'❤️': 'red heart', '✨': 'sparkles', '🐰': 'rabbit face'}"
4328,0,"{'❤️': 'red heart', '🥰': 'smiling face with hearts'}"
4329,0,"{'😋': 'face savoring food', '🤤': 'drooling face'}"
4330,0,{'✨': 'sparkles'}
4331,0,{'💛': 'yellow heart'}
4332,0,"{'❤️': 'red heart', '😭': 'loudly crying face'}"
4333,0,{'❤️': 'red heart'}
4334,0,{}
4335,0,{'😍': 'smiling face with heart-eyes'}
4336,0,"{'❤️': 'red heart', '🥰': 'smiling face with hearts'}"
4337,0,"{'🎬': 'clapper board', '🗓️': 'spiral calendar', '📺': 'television'}"
4338,0,"{'🎬': 'clapper board', '🗓️': 'spiral calendar', '📺': 'television'}"
4339,0,"{'🎬': 'clapper board', '🗓️': 'spiral calendar', '📺': 'television'}"
4340,0,{'❤️': 'red heart'}
4341,0,"{'❤️': 'red heart', '☑️': 'check box with check', '😜': 'winking face with tongue', '🤭': 'face with hand over mouth', '😂': 'face with tears of joy', '🌹': 'rose', '😍': 'smiling face with heart-eyes', '🥺': 'pleading face', '☝🏻': 'index pointing up: light skin tone'}"
4342,0,{'💄': 'lipstick'}
4343,0,{'📸': 'camera with flash'}
4344,0,"{'😘': 'face blowing a kiss', '😍': 'smiling face with heart-eyes', '👇🏻': 'backhand index pointing down: light skin tone'}"
4345,0,"{'®️': 'registered', '✨': 'sparkles'}"
4346,0,"{'❤️': 'red heart', '😍': 'smiling face with heart-eyes'}"
4347,0,{'❤️': 'red heart'}
4348,0,{'😍': 'smiling face with heart-eyes'}
4349,0,{}
4350,0,"{'😘': 'face blowing a kiss', '😜': 'winking face with tongue', '👇': 'backhand index pointing down', '😉': 'winking face', '😡': 'pouting face', '🌹': 'rose', '😝': 'squinting face with tongue', '🥰': 'smiling face with hearts', '✅': 'check mark button'}"
4351,0,"{'🤭': 'face with hand over mouth', '😍': 'smiling face with heart-eyes', '😜': 'winking face with tongue'}"
4352,0,{}
4353,0,{}
4354,0,"{'❤️': 'red heart', '🎥': 'movie camera', '😭': 'loudly crying face'}"
4355,0,{}
4356,0,{}
4357,0,{'✨': 'sparkles'}
4358,0,{}
4359,0,{'❤': 'red heart'}
4360,0,"{'😍': 'smiling face with heart-eyes', '📸': 'camera with flash'}"
4361,0,{'❤️': 'red heart'}
4362,0,{}
4363,0,{'♠️': 'spade suit'}
4364,0,{'✨': 'sparkles'}
4365,0,"{'😑': 'expressionless face', '😚': 'kissing face with closed eyes'}"
4366,0,"{'📹': 'video camera', '🥰': 'smiling face with hearts'}"
4367,0,"{'👗': 'dress', '💛': 'yellow heart', '🤍': 'white heart', '🖤': 'black heart', '📸': 'camera with flash', '💄': 'lipstick'}"
4368,0,"{'📹': 'video camera', '🤍': 'white heart', '💄': 'lipstick'}"
4369,0,{'🤫': 'shushing face'}
4370,0,"{'📸': 'camera with flash', '💙': 'blue heart', '💄': 'lipstick'}"
4371,0,"{'📸': 'camera with flash', '💙': 'blue heart', '💄': 'lipstick'}"
4372,0,{'📹': 'video camera'}
4373,0,{'🐎': 'horse'}
4374,0,{'😍': 'smiling face with heart-eyes'}
4375,0,{'😂': 'face with tears of joy'}
4376,0,"{'💃🏼': 'woman dancing: medium-light skin tone', '📸': 'camera with flash', '📹': 'video camera', '💄': 'lipstick'}"
4377,0,"{'😘': 'face blowing a kiss', '😍': 'smiling face with heart-eyes'}"
4378,0,"{'📹': 'video camera', '📸': 'camera with flash'}"
4379,0,{'🔥': 'fire'}
4380,0,{'😍': 'smiling face with heart-eyes'}
4381,0,"{'❤️': 'red heart', '🇰🇷': 'flag: South Korea', '🤲🏻': 'palms up together: light skin tone', '✅': 'check mark button'}"
4382,0,{}
4383,0,{'🥺': 'pleading face'}
4384,0,{}
4385,0,{'❤️': 'red heart'}
4386,0,{'😍': 'smiling face with heart-eyes'}
4387,0,{'😱': 'face screaming in fear'}
4388,0,{'😅': 'grinning face with sweat'}
4389,0,{'😂': 'face with tears of joy'}
4390,0,{'➡️': 'right arrow'}
4391,0,{'🤣': 'rolling on the floor laughing'}
4392,0,{'😰': 'anxious face with sweat'}
4393,0,{'😤': 'face with steam from nose'}
4394,0,{'😰': 'anxious face with sweat'}
4395,0,"{'➡️': 'right arrow', '😂': 'face with tears of joy'}"
4396,0,{'🥲': 'smiling face with tear'}
4397,0,{'🥺': 'pleading face'}
4398,0,{'❤️': 'red heart'}
4399,0,{}
4400,0,{'💪🏼': 'flexed biceps: medium-light skin tone'}
4401,0,"{'❤️': 'red heart', '🎈': 'balloon', '🐶': 'dog face', '🏰': 'castle', '🍿': 'popcorn', '🍨': 'ice cream', '🛋': 'couch and lamp', '🍜': 'steaming bowl', '🎂': 'birthday cake', '🤣': 'rolling on the floor laughing', '🍰': 'shortcake', '📍': 'round pushpin', '🎁': 'wrapped gift', '🍭': 'lollipop', '🍦': 'soft ice cream'}"
4402,0,{'❤️': 'red heart'}
4403,0,{'🤦🏼': 'person facepalming: medium-light skin tone'}
4404,0,{'❤️': 'red heart'}
4405,0,"{'➡️': 'right arrow', '🔥': 'fire'}"
4406,0,{}
4407,0,"{'🤳': 'selfie', '😜': 'winking face with tongue', '👍': 'thumbs up'}"
4408,0,{'😰': 'anxious face with sweat'}
4409,0,{}
4410,0,{'🤣': 'rolling on the floor laughing'}
4411,0,{'❤️': 'red heart'}
4412,0,{'😖': 'confounded face'}
4413,0,{'😂': 'face with tears of joy'}
4414,0,"{'👀': 'eyes', '😱': 'face screaming in fear', '🔸': 'small orange diamond'}"
4415,0,{'😂': 'face with tears of joy'}
4416,0,{}
4417,0,"{'➡️': 'right arrow', '🔥': 'fire'}"
4418,0,{'🥰': 'smiling face with hearts'}
4419,0,{'😍': 'smiling face with heart-eyes'}
4420,0,{'🙌': 'raising hands'}
4421,0,{'😂': 'face with tears of joy'}
4422,0,{'🥺': 'pleading face'}
4423,0,"{'❤️': 'red heart', '🥺': 'pleading face'}"
4424,0,{'🥰': 'smiling face with hearts'}
4425,0,{}
4426,0,{'😂': 'face with tears of joy'}
4427,0,{}
4428,0,{}
4429,0,"{'🤣': 'rolling on the floor laughing', '😍': 'smiling face with heart-eyes'}"
4430,0,{'🤣': 'rolling on the floor laughing'}
4431,0,{'❤️': 'red heart'}
4432,0,{'😭': 'loudly crying face'}
4433,0,{'📸': 'camera with flash'}
4434,0,{}
4435,0,{}
4436,0,{}
4437,0,"{'🍻': 'clinking beer mugs', '🙂': 'slightly smiling face'}"
4438,0,{'🙌': 'raising hands'}
4439,0,{'➖': 'minus'}
4440,0,{}
4441,0,{}
4442,0,"{'🌚': 'new moon face', '✨': 'sparkles'}"
4443,0,"{'🙏🏼': 'folded hands: medium-light skin tone', '✨': 'sparkles'}"
4444,0,"{'📸': 'camera with flash', '😭': 'loudly crying face'}"
4445,0,{}
4446,0,"{'🤔': 'thinking face', '💀': 'skull'}"
4447,0,{}
4448,0,"{'😁': 'beaming face with smiling eyes', '🎉': 'party popper', '✨': 'sparkles'}"
4449,0,"{'📷': 'camera', '😭': 'loudly crying face'}"
4450,0,"{'🚗': 'automobile', '💯': 'hundred points', '✔️': 'check mark'}"
4451,0,{'🏃🏿': 'person running: dark skin tone'}
4452,0,{'🇨🇳': 'flag: China'}
4453,0,{'😁': 'beaming face with smiling eyes'}
4454,0,"{'🙏': 'folded hands', '😆': 'grinning squinting face', '🙌🏻': 'raising hands: light skin tone'}"
4455,0,{}
4456,0,"{'👻': 'ghost', '🌪': 'tornado', '😴': 'sleeping face'}"
4457,0,{'📸': 'camera with flash'}
4458,0,{}
4459,0,{'📷': 'camera'}
4460,0,{'💪🏿': 'flexed biceps: dark skin tone'}
4461,0,{}
4462,0,{}
4463,0,{}
4464,0,{}
4465,0,{}
4466,0,{'👌': 'OK hand'}
4467,0,{}
4468,0,"{'💓': 'beating heart', '🔥': 'fire'}"
4469,0,{'💩': 'pile of poo'}
4470,0,{}
4471,0,{'😶': 'face without mouth'}
4472,0,{}
4473,0,{'💯': 'hundred points'}
4474,0,{}
4475,0,{}
4476,0,{}
4477,0,{}
4478,0,{}
4479,0,{}
4480,0,{'❤️': 'red heart'}
4481,0,{'😂': 'face with tears of joy'}
4482,0,{}
4483,0,{'❤️': 'red heart'}
4484,0,{'❤️': 'red heart'}
4485,0,{}
4486,0,{'😛': 'face with tongue'}
4487,0,{}
4488,0,{}
4489,0,{'😘': 'face blowing a kiss'}
4490,0,{'📸': 'camera with flash'}
4491,0,{}
4492,0,{'❤️': 'red heart'}
4493,0,{'😂': 'face with tears of joy'}
4494,0,{}
4495,0,{}
4496,0,{}
4497,0,{}
4498,0,{'❤️': 'red heart'}
4499,0,{}
4500,0,{}
4501,0,{}
4502,0,{}
4503,0,{}
4504,0,"{'❤️': 'red heart', '👀': 'eyes'}"
4505,0,{}
4506,0,{}
4507,0,{'❤️': 'red heart'}
4508,0,{}
4509,0,{}
4510,0,{'😂': 'face with tears of joy'}
4511,0,{}
4512,0,{}
4513,0,{}
4514,0,{}
4515,0,{}
